,brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,warranty,Touchscreen,msoffice,Price,rating,Number of Ratings,Number of Reviews
340,5,1,2,1,3,1,6,0,2,1,0,2,0,0,1,67990,3,9,0
341,3,1,2,1,3,1,6,0,2,1,0,0,0,1,1,70799,3,98,6
342,5,1,2,1,3,1,6,0,2,1,0,2,0,0,1,65990,3,31,2
343,1,1,2,5,3,1,6,0,2,1,0,2,0,0,0,53690,3,19,3
344,6,1,2,1,3,1,6,0,2,1,0,2,0,0,0,55990,2,0,0
345,1,1,2,1,3,1,6,0,2,1,0,0,0,0,1,53190,3,11,0
346,5,1,2,0,3,1,6,0,2,0,1,0,1,0,1,58999,3,45,3
347,3,1,2,1,3,1,6,0,2,1,1,2,2,0,0,71990,2,0,0
348,4,1,2,1,3,1,6,0,2,0,2,0,3,0,0,82000,2,0,0
349,1,1,2,1,3,5,6,0,2,1,0,2,3,0,0,84990,2,0,0
350,5,1,2,1,3,1,6,0,2,1,1,0,3,0,0,89998,2,0,0
351,1,1,2,1,3,5,6,0,2,1,0,0,0,1,0,99990,2,0,0
353,5,1,2,0,3,1,6,0,2,1,2,1,3,0,0,69899,3,474,37
354,3,1,2,0,3,1,6,0,2,1,2,0,0,0,0,79990,2,0,0
355,3,1,2,0,3,1,6,0,2,1,2,0,0,0,0,76300,3,6,0
356,5,1,2,0,3,1,6,0,2,1,0,0,0,0,1,55999,2,0,0
357,3,1,2,1,3,1,6,0,2,1,0,2,3,0,0,72900,2,24,4
358,3,1,2,1,3,1,6,0,2,1,0,0,0,1,1,73990,3,195,17
359,1,1,2,1,3,4,6,0,2,1,0,2,3,0,0,84990,2,0,0
360,3,1,2,1,3,1,6,0,2,0,1,0,3,0,0,73519,2,0,0
361,4,1,2,0,3,1,6,0,2,1,0,0,0,1,0,126000,4,2,1
362,1,1,2,1,3,1,6,0,2,1,3,0,0,0,0,88990,2,0,0
363,4,1,2,1,3,1,6,0,2,1,0,2,0,1,1,114999,2,0,0
364,3,1,2,1,3,1,6,0,2,1,1,0,0,1,1,82990,3,21,2
365,7,1,2,1,3,1,6,0,2,1,0,2,3,1,0,109999,2,0,0
366,5,1,2,1,3,1,6,0,2,1,0,2,0,1,1,82990,2,0,0
367,3,1,2,1,3,1,6,0,2,1,1,0,0,1,1,79990,3,5,0
368,1,1,2,1,3,5,6,0,2,1,0,0,0,1,0,114990,2,0,0
369,4,1,2,1,3,5,6,0,2,1,0,0,0,1,0,129999,2,0,0
370,6,1,2,5,3,2,6,0,2,0,3,0,3,0,0,149990,3,10,3
371,3,1,2,1,3,1,6,0,2,1,1,0,3,0,0,71290,2,0,0
372,3,1,2,0,3,1,6,0,2,1,0,2,0,0,1,79500,3,10,1
373,3,1,2,0,3,1,6,0,2,1,1,0,0,0,1,82990,2,15,3
374,3,1,2,1,3,1,6,0,2,1,1,0,0,0,1,70980,3,138,23
376,4,1,2,1,3,1,6,0,2,0,0,0,3,0,0,94000,2,0,0
377,3,1,2,1,3,1,6,0,2,1,1,0,3,1,0,82990,3,16,3
378,6,1,2,1,3,5,6,0,2,1,0,0,0,0,0,79990,3,11,4
379,1,1,2,5,3,1,6,0,2,1,0,2,3,0,0,85990,2,0,0
380,1,1,2,0,3,1,6,0,2,1,1,0,3,0,0,86990,2,0,0
381,1,1,2,0,3,3,6,0,2,1,1,0,0,0,1,105990,4,4,0
382,1,1,2,0,3,3,6,0,2,1,0,0,3,0,0,84990,2,0,0
383,5,1,2,5,3,1,6,0,2,1,1,0,0,0,1,59999,3,22,3
384,5,1,2,1,3,1,6,0,2,1,0,0,0,0,1,91999,3,16,2
385,3,1,2,1,3,1,6,0,2,1,0,0,0,1,1,78900,2,16,1
386,1,1,2,0,3,3,6,0,2,1,0,0,3,0,0,132790,2,0,0
387,5,1,2,1,3,1,6,0,2,1,2,1,3,0,0,60990,2,14,6
388,2,1,2,4,3,1,6,0,2,1,0,2,3,0,0,65556,2,0,0
389,3,1,2,1,0,1,6,0,2,1,0,2,3,0,0,70190,2,6,3
390,3,1,2,1,3,1,6,0,2,1,1,0,0,1,0,79590,2,0,0
392,1,1,2,1,3,1,6,0,2,1,2,0,0,0,0,76990,2,0,0
394,2,1,2,5,3,1,6,0,2,1,0,2,3,0,0,44990,2,17,3
395,1,1,2,1,3,1,6,0,2,1,0,0,0,1,1,84990,2,17,2
396,5,1,2,0,3,1,6,0,2,1,1,0,0,1,1,86999,3,3,0
397,4,1,2,1,0,1,6,0,2,1,1,0,0,0,0,78000,3,512,85
398,2,1,2,5,3,1,6,0,2,1,0,2,3,0,0,73063,2,17,3
400,4,1,2,1,0,1,6,0,2,1,2,0,0,0,1,100990,2,0,0
401,5,1,2,5,3,1,6,0,2,1,0,2,0,0,1,74990,2,3,1
402,1,1,2,0,3,1,6,0,2,1,2,0,3,0,0,75990,3,1365,137
403,5,1,2,1,3,1,6,0,2,0,1,0,0,0,1,84086,2,8,3
404,1,1,2,1,3,1,1,0,2,1,2,1,3,0,0,75990,3,368,48
405,1,1,2,1,3,1,1,0,2,1,2,1,0,0,1,77990,3,202,26
406,1,1,2,0,3,1,1,0,2,1,2,0,0,0,0,77990,3,187,26
407,0,1,2,0,0,5,1,0,1,1,0,0,0,0,0,179990,3,31,3
408,0,1,2,0,0,5,1,0,1,1,0,0,0,0,0,179990,3,91,5
409,1,1,2,0,3,1,1,0,2,1,2,0,3,0,0,82990,3,844,118
410,1,1,2,1,3,1,1,0,2,1,2,0,0,0,0,87990,2,0,0
411,1,1,2,1,3,1,1,0,2,1,2,0,3,0,0,84500,3,3,0
412,3,1,2,1,3,5,1,0,2,1,0,2,3,0,0,74190,3,21,3
413,5,1,2,1,3,1,1,0,2,1,0,2,0,0,1,64990,2,4,0
414,5,1,2,0,3,1,6,3,2,1,0,2,2,1,0,155411,2,0,0
415,5,1,2,0,3,1,6,3,2,1,0,2,2,1,0,125394,2,0,0
416,7,1,2,1,3,1,0,1,2,1,0,0,3,0,0,49990,2,0,0
417,7,1,2,1,3,1,0,1,2,1,0,2,0,0,0,46990,2,253,28
418,3,1,2,1,3,1,0,1,2,1,0,2,0,0,1,48990,2,470,46
419,7,1,2,5,3,1,0,1,2,1,1,0,0,0,1,59999,3,118,28
420,1,1,2,0,3,1,0,1,2,1,0,2,0,0,0,46990,3,1444,179
421,6,1,2,0,3,1,0,1,2,1,2,0,1,0,0,52990,3,1114,137
422,5,1,2,4,3,1,0,1,2,0,1,0,3,0,0,57999,2,0,0
423,5,1,2,3,3,0,0,1,2,1,0,0,3,0,0,52490,2,78,17
424,5,1,2,5,3,1,0,1,2,1,2,0,0,0,0,56990,3,21,5
425,7,1,2,5,3,1,0,1,2,1,1,2,0,0,0,61990,3,73,21
426,3,1,2,1,3,1,0,1,2,0,0,0,3,0,0,58090,2,0,0
427,1,1,2,0,3,1,0,1,2,1,0,0,3,0,0,56990,2,0,0
428,7,1,2,5,3,1,0,1,2,1,0,2,0,0,0,61597,2,0,0
429,1,1,2,5,3,1,0,1,2,1,0,2,3,0,0,81990,2,0,0
430,1,1,2,0,3,1,0,1,2,1,0,0,3,0,0,61249,2,0,0
431,3,1,2,1,3,1,0,1,2,0,0,0,3,0,0,58990,2,0,0
432,1,1,2,0,3,1,0,1,2,1,1,0,3,0,0,83990,2,0,0
433,6,1,2,0,3,4,0,3,0,0,3,0,3,0,0,291190,3,7,3
434,6,1,2,0,3,4,0,3,0,0,3,0,3,0,0,145990,3,715,106
435,6,1,2,0,3,4,0,3,0,0,4,0,3,0,0,179990,3,24,5
436,4,1,2,5,3,1,0,1,2,1,1,0,0,0,1,64990,3,23,4
437,4,1,2,5,3,1,0,1,2,1,0,0,0,0,0,46790,3,3062,325
438,4,1,2,4,2,1,0,1,2,1,0,0,0,0,0,44599,3,122,12
439,7,1,2,5,3,1,0,1,2,1,1,0,0,0,0,72964,3,18,6
440,4,1,2,0,3,1,0,1,2,0,0,0,0,0,1,48790,2,11,1
441,7,1,2,0,3,1,0,1,2,1,1,0,0,0,0,56491,2,30,6
442,1,1,2,1,3,1,4,1,2,0,0,0,0,0,1,50990,3,1188,127
443,1,1,2,0,3,1,4,1,2,1,2,1,3,0,0,55990,3,23,0
444,7,1,2,1,3,1,4,1,2,1,0,0,0,0,0,57990,3,32,1
445,1,1,2,1,3,1,4,1,2,1,0,0,0,0,0,52990,2,0,0
446,3,1,2,1,3,1,4,1,2,1,0,0,0,0,0,57990,3,47,0
447,7,1,2,1,3,1,4,1,2,1,0,2,0,0,0,56990,3,27,2
448,7,1,2,1,3,1,4,1,2,1,0,0,3,0,0,55490,2,8,3
449,3,1,2,1,3,1,4,1,2,1,1,0,0,0,0,62490,2,157,20
450,1,1,2,1,0,1,4,1,2,1,0,0,0,0,0,64990,3,10,1
451,5,1,2,1,3,1,4,1,2,1,1,0,0,0,1,59990,3,52,4
452,1,1,2,1,3,1,4,1,2,1,1,0,0,0,1,60190,3,33,4
453,1,1,2,6,3,1,4,1,2,1,2,1,3,0,0,54490,3,343,47
454,5,1,2,6,3,1,4,1,2,1,2,0,0,0,1,60990,3,131,17
455,3,1,2,1,2,1,4,1,2,1,0,2,0,0,1,55790,3,41,4
456,1,1,2,1,0,1,4,1,2,1,0,0,0,0,1,64990,3,328,51
457,1,1,2,1,0,1,4,1,2,1,0,2,3,0,0,58990,3,6,1
458,3,1,2,1,3,1,4,1,2,1,0,2,0,0,1,54990,2,353,28
459,4,1,2,1,3,1,4,1,2,1,2,1,0,0,1,71990,3,127,20
460,3,1,2,1,3,1,4,1,2,1,1,0,0,0,0,69900,2,0,0
461,5,1,2,1,3,1,4,1,2,1,1,0,0,0,1,65990,3,241,19
462,1,1,2,1,3,1,4,1,2,1,0,0,0,0,0,49990,2,22,2
463,3,1,2,1,3,1,4,1,2,1,0,2,0,0,1,58990,3,8,1
464,5,1,2,0,3,1,4,1,2,1,2,1,3,0,0,74590,3,898,128
465,1,1,2,0,3,1,4,1,2,0,1,0,3,0,0,58990,4,1,1
466,1,1,2,1,3,1,4,1,2,1,0,0,0,0,0,64990,2,0,0
467,3,1,2,1,3,1,4,1,2,1,1,0,3,0,0,66490,2,6,1
468,3,1,2,0,3,1,4,1,2,1,2,0,3,0,0,77900,3,179,34
469,3,1,2,1,3,1,4,1,2,1,1,0,3,0,0,67490,2,41,5
470,3,1,2,1,3,1,4,1,2,1,0,2,0,0,1,61990,2,0,0
471,3,1,2,1,3,1,4,1,2,1,0,0,0,0,1,58990,3,114,9
472,5,1,2,0,3,1,4,1,2,1,2,1,3,0,0,74999,3,268,25
473,1,1,2,1,3,1,4,1,2,1,0,0,0,0,1,68900,4,6,1
474,3,1,2,1,3,1,4,1,2,1,1,0,3,0,0,71695,3,153,16
475,7,1,2,1,0,1,4,1,2,1,0,0,3,0,0,62490,2,8,0
476,3,1,2,5,3,1,0,2,2,1,1,0,0,0,1,62317,3,377,53
477,6,1,2,0,3,4,0,3,0,0,4,0,3,0,0,207290,2,0,0
478,3,1,3,5,0,1,4,0,2,1,2,0,0,0,1,87990,3,120,21
479,2,1,3,5,3,1,4,0,2,1,0,2,3,0,0,73990,2,0,0
485,1,1,3,0,0,1,6,0,2,1,0,0,0,0,0,57990,3,76,9
486,1,1,3,0,3,1,6,0,2,1,2,1,3,0,0,61990,3,11,2
487,6,1,3,0,0,1,6,0,2,1,2,0,1,0,0,79990,3,484,56
488,5,1,3,0,3,1,6,0,2,1,2,1,0,0,1,68990,3,44,2
489,5,1,3,1,0,1,6,0,2,1,0,0,0,1,1,85990,3,77,10
490,5,1,3,1,0,1,6,0,2,1,2,0,0,0,1,99990,3,11,3
491,1,1,3,1,3,1,6,0,2,1,0,0,0,0,1,77990,3,21,5
492,5,1,3,1,3,1,6,0,2,1,2,1,3,0,0,79990,3,5,2
493,4,1,3,1,0,1,6,0,2,1,2,0,0,0,1,93190,4,4,0
494,1,1,3,1,0,5,6,0,2,1,0,0,0,0,1,94990,2,0,0
495,5,1,3,1,0,1,6,0,2,1,0,0,2,1,1,84990,3,13,2
496,6,1,3,0,3,1,6,0,2,1,0,2,3,0,0,57990,3,15,0
497,4,1,3,1,0,1,6,0,2,1,0,0,0,1,1,102990,3,11,2
498,3,1,3,1,0,1,6,0,2,1,2,0,0,0,0,99990,2,0,0
499,1,1,3,1,0,1,6,0,2,1,2,1,3,0,0,94990,3,118,15
500,4,1,3,1,0,1,6,0,2,1,0,0,0,1,1,104000,2,0,0
501,6,1,3,1,0,1,6,0,2,1,1,0,3,0,0,76990,2,0,0
502,4,1,3,1,0,1,6,0,2,1,2,1,0,0,1,90190,3,6,1
503,5,1,3,1,0,1,6,0,2,0,0,0,3,1,0,88488,2,0,0
504,6,1,3,0,0,1,6,0,2,1,2,0,0,0,0,109990,3,138,30
505,6,1,3,1,0,1,6,0,2,1,2,0,3,0,0,86990,2,0,0
506,6,1,3,1,0,5,6,0,2,1,0,0,0,0,0,89990,2,0,0
507,4,1,3,0,0,3,6,0,2,1,0,0,0,1,1,239759,2,0,0
508,1,1,3,1,0,1,6,0,2,1,1,0,0,0,1,78990,3,35,4
509,3,1,3,5,0,0,6,0,2,1,0,2,0,0,1,121890,0,3,0
510,1,1,3,5,0,3,6,0,2,1,0,2,0,0,0,85990,3,18,0
511,6,1,3,1,0,1,6,0,2,1,2,0,1,0,0,94990,2,0,0
512,4,1,3,1,0,1,6,0,2,1,2,1,0,0,1,92000,3,8,1
513,4,1,3,0,0,1,6,0,2,1,0,0,0,1,0,162990,2,3,1
514,3,1,3,1,0,5,6,0,2,1,0,2,0,0,1,135300,4,5,2
515,6,1,3,1,0,1,6,0,2,1,0,0,3,0,0,64990,3,33,5
516,5,1,3,0,0,1,6,0,2,1,0,2,2,0,0,174527,2,0,0
517,5,1,3,0,0,1,6,0,2,1,0,2,3,0,0,162299,2,0,0
518,3,1,3,0,0,1,6,0,2,1,0,0,0,1,1,109190,2,0,0
519,4,1,3,1,0,1,6,0,2,1,0,0,0,1,1,99999,2,0,0
520,6,1,3,0,0,1,6,0,2,1,1,0,0,0,0,104990,3,85,9
521,1,1,3,1,0,5,6,0,2,1,0,2,3,1,0,109990,2,0,0
522,1,1,3,5,0,0,6,0,2,1,0,2,0,0,0,99990,3,30,7
523,5,1,3,5,0,1,6,0,2,1,1,2,3,0,0,244801,2,0,0
524,1,1,3,1,0,5,6,0,2,1,0,2,3,0,0,94990,2,0,0
525,5,1,3,5,0,1,6,0,2,1,0,2,0,0,1,86000,2,0,0
526,5,1,3,0,0,1,6,0,2,0,1,0,3,0,0,162399,2,0,0
527,4,1,3,1,0,1,6,0,2,0,0,0,3,0,0,119599,2,0,0
528,5,1,3,0,0,3,6,0,2,1,0,2,3,0,0,211753,2,0,0
529,5,1,3,1,0,1,6,0,2,0,0,0,3,0,0,110999,2,0,0
531,1,1,3,5,3,3,6,0,2,1,0,2,0,0,0,81990,3,40,4
532,6,1,3,6,3,1,6,0,2,1,2,0,1,0,0,66990,3,1639,230
533,6,1,3,0,0,1,1,0,2,1,3,0,1,0,0,84990,3,498,64
534,1,1,3,1,0,5,1,0,2,1,1,0,0,1,1,104990,2,0,0
535,1,1,3,1,0,5,1,0,2,1,0,0,0,1,0,134990,2,0,0
536,1,1,3,1,0,1,1,0,2,1,2,1,3,0,0,98990,3,445,56
537,4,1,3,0,0,1,1,0,2,1,3,0,0,0,1,144690,3,17,4
538,1,1,3,1,0,5,1,0,2,1,0,2,3,0,0,99990,2,0,0
539,6,1,3,1,0,1,1,0,2,1,3,0,1,0,0,119990,3,20,3
540,1,1,3,1,0,1,1,0,2,0,2,0,0,0,0,194990,2,0,0
541,1,1,3,0,0,3,1,0,2,1,1,0,0,0,1,124990,3,17,1
542,3,1,3,1,0,1,1,0,2,1,1,0,3,0,0,122410,2,0,0
543,4,1,3,0,0,1,1,0,2,1,0,0,0,1,0,179990,3,13,5
544,6,1,3,1,0,1,1,0,2,1,2,0,1,1,0,154990,3,3,2
545,5,1,3,1,0,5,1,0,2,1,0,0,0,0,1,122990,2,4,2
546,1,1,3,0,0,1,1,0,2,1,3,0,0,1,0,224990,3,9,0
547,6,1,3,2,0,2,1,0,2,1,4,0,3,0,0,279990,2,0,0
548,4,1,3,1,0,1,1,0,2,1,2,0,3,0,0,121990,2,0,0
549,4,1,3,1,0,1,1,0,2,1,2,0,3,0,0,116990,2,0,0
550,5,1,3,1,0,1,1,0,2,1,3,0,3,0,0,151098,3,7,0
551,6,1,3,1,0,1,1,0,2,1,4,0,1,0,0,129990,3,14,3
552,4,1,3,1,0,5,1,0,2,1,0,0,0,1,0,149999,2,0,0
553,6,1,3,2,0,1,1,0,2,1,3,0,3,0,0,139990,3,4,2
554,7,1,3,1,0,1,1,0,2,1,3,0,0,0,0,129990,3,54,7
555,4,1,3,1,0,1,1,0,2,1,4,0,0,0,1,171990,2,0,0
556,3,1,3,1,0,1,1,0,2,1,1,0,0,0,1,93955,3,4,0
557,1,1,3,0,0,1,1,0,2,1,4,0,3,0,0,234990,2,0,0
558,4,1,3,1,0,5,1,0,2,1,0,0,0,1,1,128500,2,3,1
559,5,1,3,1,0,1,1,0,2,1,0,0,0,1,1,102990,3,16,2
560,1,1,3,1,0,5,1,0,2,1,0,0,0,1,0,119990,3,8,1
561,1,1,3,1,0,1,1,0,2,0,3,0,3,0,0,120980,2,0,0
562,1,1,3,1,0,1,1,0,2,0,3,0,0,0,0,157249,3,7,0
563,5,1,3,6,0,1,1,0,2,1,2,2,3,0,0,229900,2,0,0
564,1,1,3,1,0,1,1,0,2,1,3,0,0,0,0,131500,2,0,0
565,1,1,3,0,0,3,1,0,2,1,0,0,3,0,0,154990,4,3,0
566,1,1,3,0,0,3,1,0,2,1,0,0,3,0,0,165990,2,0,0
567,5,1,3,0,0,5,1,0,2,1,0,2,3,0,0,119990,1,2,1
568,1,1,3,0,0,3,1,0,2,1,0,0,3,0,0,167990,2,0,0
569,4,1,3,1,0,5,1,0,2,1,0,0,0,1,0,165000,2,0,0
570,2,1,3,0,0,1,1,0,2,1,0,2,3,0,0,62990,2,207,49
571,5,1,3,1,0,4,1,0,2,1,0,0,0,0,1,85990,2,7,2
572,4,1,3,1,0,1,1,0,2,1,1,0,0,0,1,94990,2,0,0
573,4,1,3,1,0,1,1,0,2,1,3,0,0,0,1,136990,2,0,0
574,5,1,3,0,0,1,1,0,2,1,4,0,0,0,1,234990,2,0,0
575,7,1,3,0,0,1,3,0,2,1,4,0,0,0,0,159990,2,4,0
576,1,1,3,0,0,3,3,0,2,1,0,0,3,0,0,233990,2,0,0
577,1,1,3,0,0,1,0,1,2,1,1,0,3,0,0,93990,2,0,0
578,4,1,3,5,0,1,2,1,2,1,2,0,0,0,0,116941,2,0,0
579,6,1,3,0,3,1,4,1,2,1,2,0,1,0,0,63990,3,794,83
580,1,1,3,0,0,1,4,1,2,1,2,1,3,0,0,66990,3,25,4
581,1,1,3,1,0,1,4,1,2,0,0,2,3,0,0,82500,2,0,0
582,7,1,3,0,0,1,4,1,2,1,3,0,0,0,0,119990,3,2038,313
583,6,1,3,0,0,1,4,1,2,1,2,0,2,0,0,159990,2,0,0
584,1,1,3,5,0,1,4,1,2,1,0,2,3,0,0,98912,2,0,0
585,7,1,3,1,0,1,6,1,2,1,2,0,0,0,0,92990,3,214,37
586,7,1,3,1,0,1,6,1,2,0,3,0,0,0,0,119990,3,342,54
587,7,1,4,1,1,1,1,0,2,1,4,0,0,0,0,169990,2,0,0
588,7,1,4,1,0,1,1,0,2,1,3,0,0,0,0,139990,2,0,0
589,6,1,4,1,0,1,1,0,2,1,3,0,3,0,0,192990,2,0,0
590,1,1,4,2,0,2,1,0,2,1,3,0,3,0,0,299990,2,0,0
591,1,1,4,0,0,1,1,0,2,1,3,0,0,1,0,269990,3,8,1
592,1,1,4,1,0,1,1,0,2,1,3,1,0,0,0,139990,2,0,0
593,5,1,4,0,0,1,1,0,2,0,4,0,3,0,0,265998,2,0,0
594,1,1,4,1,0,1,5,0,2,0,3,0,0,0,0,441990,4,1,1
595,6,1,2,0,3,4,0,3,0,0,2,0,3,0,0,86990,3,218,27
596,6,1,2,0,3,4,0,3,0,0,3,0,3,0,0,109990,3,78,16
597,6,1,2,0,3,4,0,3,0,0,2,0,3,0,0,109590,3,5,2
598,1,1,3,0,0,5,0,3,0,0,3,0,3,0,0,146490,2,2,1
599,0,2,5,0,3,1,4,0,1,1,0,0,0,0,0,85990,3,6725,629
600,0,2,5,0,3,1,4,0,1,1,0,0,0,0,0,112990,3,640,70
601,0,2,5,0,0,1,4,0,1,1,0,0,0,0,0,104990,3,45,4
603,0,2,5,0,0,1,4,0,1,1,0,0,0,0,0,132990,3,640,70
606,0,2,5,0,0,1,6,0,1,1,0,0,0,0,0,149990,3,640,70
607,0,2,5,0,3,1,6,0,1,1,0,0,0,0,0,125990,3,399,45
608,0,2,5,0,3,1,6,0,1,1,0,0,0,0,0,103990,3,809,91
609,0,2,5,0,3,1,6,0,1,1,0,0,0,0,0,101990,3,809,91
610,0,2,5,0,3,1,6,0,1,1,0,0,0,0,0,104990,3,6725,629
611,0,2,5,0,3,1,6,0,1,1,0,0,0,0,0,131990,3,399,45
612,0,2,5,0,0,1,6,0,1,1,0,0,0,0,0,128990,3,45,4
613,0,2,5,0,0,1,6,0,1,1,0,0,0,0,0,184990,3,42,8
614,0,2,5,0,0,1,6,0,1,1,0,0,0,0,0,225990,3,42,8
615,0,2,5,0,2,1,6,0,1,1,0,0,0,0,0,124990,3,45,4
617,0,2,5,0,3,1,1,0,1,1,0,0,0,0,0,149990,3,640,70
618,0,2,5,0,0,1,1,0,1,1,0,0,0,0,0,169990,3,640,70
619,0,2,5,0,0,1,1,0,1,1,0,0,0,0,0,225990,3,42,8
620,0,2,5,0,0,1,1,0,1,1,0,0,0,0,0,243990,3,42,8
621,0,2,5,0,1,1,1,0,1,1,0,0,0,0,0,309990,4,3,1
623,1,1,6,7,2,5,0,3,2,1,0,0,3,0,0,45990,2,0,0
624,1,1,6,7,2,1,2,0,2,0,0,0,3,1,0,58100,2,0,0
625,1,1,6,7,3,5,4,0,2,1,0,0,0,1,0,62990,2,0,0
626,4,1,6,7,3,1,4,0,2,1,0,2,0,0,1,32990,3,77,9
627,1,1,6,7,2,1,4,0,2,1,0,2,0,0,1,33990,3,6,0
628,7,1,6,7,2,1,4,0,2,1,0,0,0,0,0,30990,3,465,89
629,3,1,6,7,2,1,4,0,2,1,0,2,0,0,0,36000,3,102,16
630,1,1,6,7,2,1,4,0,2,1,0,2,0,0,1,32990,3,7,1
631,3,1,6,7,2,1,4,0,2,1,0,0,0,0,0,35990,2,0,0
632,1,1,6,7,2,4,0,1,2,1,0,0,3,0,0,27990,2,0,0
633,1,1,6,7,2,1,0,1,2,1,0,0,0,0,0,25990,2,4741,658
634,1,1,6,7,2,1,0,1,2,1,0,0,0,0,0,25990,2,2736,350
635,1,1,6,7,2,1,0,1,2,1,0,0,3,0,0,30780,2,0,0
636,4,0,7,7,3,1,4,0,2,1,0,2,0,0,0,37990,3,2214,241
637,1,0,7,7,3,1,4,0,2,1,0,2,0,0,0,35990,3,2886,375
638,3,0,7,7,3,1,4,0,2,1,0,2,3,0,0,39490,3,34,4
639,3,0,7,7,3,1,4,0,2,1,0,2,3,0,0,36990,3,137,15
640,3,0,7,7,3,1,4,0,2,1,0,2,0,0,0,39990,3,7,0
641,1,0,7,7,2,1,4,0,2,1,0,2,0,0,0,33690,3,170,26
642,3,0,7,7,3,1,4,0,2,1,0,2,3,0,0,40590,2,0,0
643,1,0,7,7,2,1,4,0,2,1,0,0,0,0,0,37990,3,39,3
644,1,0,7,7,2,1,4,0,2,1,0,2,0,0,1,34500,3,2886,375
645,7,0,7,7,3,1,6,0,2,1,0,0,0,0,0,36990,3,11,2
646,4,0,7,7,3,1,6,0,2,1,0,2,3,0,0,43490,3,163,33
647,4,0,7,7,3,1,6,0,2,1,0,2,0,0,1,41490,3,153,21
648,7,0,7,7,2,1,6,0,2,1,0,0,3,0,0,34990,2,0,0
649,4,0,7,7,2,1,6,0,2,1,0,2,0,0,1,44490,3,267,42
650,3,0,7,7,2,1,6,0,2,1,0,2,3,0,0,40590,2,0,0
651,3,0,7,7,3,1,6,0,2,1,0,2,3,0,0,42090,2,3,0
652,3,0,7,7,3,1,0,1,2,1,0,2,0,0,1,35990,3,59,12
653,4,0,7,7,3,1,0,1,2,1,0,2,0,0,1,39490,3,7291,895
654,3,0,7,7,3,1,0,1,2,1,0,2,3,0,0,37390,3,38,5
655,3,0,7,7,2,1,0,1,2,1,0,2,0,0,1,52632,2,0,0
656,3,0,7,7,2,1,0,1,2,1,0,0,0,0,1,39990,3,409,39
657,3,0,7,7,2,1,0,1,2,1,0,0,0,0,0,43990,2,0,0
658,4,0,7,7,2,1,0,1,2,1,0,0,0,0,0,32917,3,353,58
659,5,0,7,7,2,1,0,1,2,1,0,0,3,0,0,34990,2,38,6
660,3,0,7,7,3,1,0,1,2,1,0,2,3,0,0,39990,2,18,4
661,4,0,7,7,3,1,4,1,2,1,0,0,0,0,1,41999,3,3524,432
662,3,0,8,7,3,1,4,0,2,1,0,0,0,0,1,41990,3,939,107
663,3,0,8,7,3,1,4,0,2,1,0,2,0,0,0,44490,3,14,1
664,3,0,8,7,3,1,4,0,2,1,0,0,0,0,1,41990,3,649,84
665,3,0,8,7,3,1,4,0,2,1,0,2,0,0,1,44490,3,8,2
666,6,0,8,7,2,1,4,0,2,1,0,0,0,0,0,49990,2,0,0
667,3,0,8,7,2,1,4,0,2,1,0,2,0,0,0,44390,3,276,24
668,4,0,8,7,3,1,6,0,2,1,2,0,0,0,0,57990,3,4740,532
669,5,0,8,7,3,1,6,0,2,1,2,1,0,0,1,56990,3,162,15
670,5,0,8,7,3,1,6,0,2,1,0,2,0,0,0,48990,3,219,27
671,4,0,8,7,3,1,6,0,2,1,0,2,0,0,1,49970,3,193,28
672,6,0,8,7,3,1,6,0,2,1,0,0,3,0,0,47990,3,562,89
673,4,0,8,7,3,1,6,0,2,1,0,2,0,0,1,48990,3,45,5
674,7,0,8,7,3,5,6,0,2,1,0,2,0,0,0,53990,3,7,0
675,5,0,8,7,3,1,6,0,2,1,0,0,0,0,1,52990,3,39,5
676,7,0,8,7,3,1,6,0,2,1,0,0,0,0,0,43990,2,0,0
677,5,0,8,7,3,1,6,0,2,1,2,1,3,0,0,59490,3,92,10
678,6,0,8,7,3,1,6,0,2,1,2,0,3,0,0,64990,3,469,80
679,3,0,8,7,3,1,6,0,2,1,0,2,3,0,0,47490,1,2,1
680,4,0,8,7,3,1,6,0,2,1,2,0,0,0,0,59990,3,1978,188
681,5,0,8,7,3,1,6,0,2,1,2,0,3,0,0,69990,3,9,0
682,4,0,8,7,3,1,6,0,2,1,2,0,0,0,0,58990,3,1049,134
683,3,0,8,7,3,1,6,0,2,1,0,2,0,0,0,59490,3,74,18
684,4,0,8,7,0,1,6,0,2,1,0,2,0,0,1,67500,3,196,19
685,4,0,8,7,3,1,6,0,2,0,0,0,3,0,0,48990,3,17,1
686,1,0,8,7,3,1,6,0,2,1,0,0,0,1,1,62450,3,172,36
687,1,0,8,7,3,1,6,0,2,1,0,0,0,0,0,58990,3,324,34
688,4,0,8,7,3,1,6,0,2,1,0,2,0,0,1,57999,3,86,15
689,1,0,8,7,0,1,6,0,2,1,0,0,3,0,0,56990,3,4,1
690,4,0,8,7,3,1,6,0,2,1,2,0,0,0,1,72990,3,16,4
691,4,0,8,7,0,1,6,0,2,1,0,0,0,0,1,65990,3,104,18
692,4,0,8,7,0,1,6,0,2,1,0,0,0,1,1,98020,2,0,0
693,4,0,8,7,0,1,6,0,2,1,1,0,0,0,1,63990,3,90,13
